2.1 Rectangular Column ปริมาณเสาเหลี่ยม,,,,,,,,,,
Base Level,Type,Count,Radius,Width,Depth,Length,Perimeter,Formwork,Area Column,Volume New,Family
,,,,,,,,,,,
Level 4,C20 - 300x1200 mm. (3- R),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 4,C21 - 300x1200 mm. (3-R),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 4,C22 - 300x1200 mm. (3-7),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 4,C23 - 300x1200 mm. (3-8),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 4,C24 - 250x3500 mm. (3-8),1,,3500.000,250.000,2.80 m,7500.000,21.00 m²,0.875 m²,2.450 m³,Rectangular Column
Level 4: 24,,24,,,,,,214.20 m²,9.155 m²,25.634 m³,
Level 5,C01 - 300x1200 mm. (3-R),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 5,C02 - 300x1200 mm. (3-R),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 5,C03 - 300x1200 mm. (3-R),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 5,C04 - 300x1200 mm. (3-R),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 5,C05 - 300x1200 mm. (3- R),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 5,C06 - 300x1200 mm. (3-R),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 5,C07 - 300x1200 mm. (3-R),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 5,C08 - 300x1200 mm. (3-R),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 5,C09 - 300x1200 mm. (3-R),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 5,C10 - 300x1200 mm. (3-R),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 5,C11 - 300x1200 mm. (3-R),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 5,C12 - 300x1200 mm. (3-8),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 5,C13 - 300x1200 mm. (3-8),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 5,C14 - 300x1200 mm. (3-R),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 5,C15 - 300x1200 mm. (3-R),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 5,C16 - 300x1200 mm. (3-R),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 5,C17 - 300x1200 mm. (3-R),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 5,C18 - 300x1200 mm. (3-R),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 5,C19 - 300x1200 mm. (3-8),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 5,C20 - 300x1200 mm. (3- R),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 5,C21 - 300x1200 mm. (3-R),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 5,C22 - 300x1200 mm. (3-7),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 5,C23 - 300x1200 mm. (3-8),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 5,C24 - 250x3500 mm. (3-8),1,,3500.000,250.000,2.80 m,7500.000,21.00 m²,0.875 m²,2.450 m³,Rectangular Column
Level 5: 24,,24,,,,,,214.20 m²,9.155 m²,25.634 m³,
Level 6,C01 - 300x1200 mm. (3-R),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 6,C02 - 300x1200 mm. (3-R),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 6,C03 - 300x1200 mm. (3-R),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 6,C04 - 300x1200 mm. (3-R),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 6,C05 - 300x1200 mm. (3- R),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 6,C06 - 300x1200 mm. (3-R),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 6,C07 - 300x1200 mm. (3-R),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 6,C08 - 300x1200 mm. (3-R),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 6,C09 - 300x1200 mm. (3-R),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 6,C10 - 300x1200 mm. (3-R),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 6,C11 - 300x1200 mm. (3-R),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 6,C12 - 300x1200 mm. (3-8),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 6,C13 - 300x1200 mm. (3-8),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
Level 6,C14 - 300x1200 mm. (3-R),1,,1200.000,300.000,2.80 m,3000.000,8.40 m²,0.360 m²,1.008 m³,Rectangular Column
